m,w,w,w,w,w,m,m,m,m,m,m,m,m,m,m,m,m,m,m,w,w,w,w,m,w,f,w,m,w,w,w,m,w,w,w,w,w,w,m
m,w,w,w,w,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,w,w,w,w,m,w,w,w,m,w,w,w,m,w,w,w,w,w,w,m
m,w,w,f,w,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,w,r,r,m,m,w,w,w,m,m,w,w,m,w,w,w,w,w,w,m
m,f,w,w,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,w,w,w,m,w,w,m,m,m,w,w,m,w,w,w,w,w,w,m
m,w,w,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,w,w,w,w,m,w,r,m,m,m,w,w,m,w,w,w,w,w,w,m
m,w,w,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,w,w,f,w,m,w,w,w,w,w,w,w,m,w,w,w,w,w,m,m
m,w,w,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,f,w,w,w,m,w,w,w,w,w,w,w,m,m,w,w,w,w,m,m
m,w,w,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,w,w,w,w,m,w,w,w,w,w,w,w,m,m,w,w,w,w,m,m
m,w,w,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,w,f,w,m,w,w,w,w,w,w,w,m,m,m,m,w,w,m,m
m,w,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m
m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m
